cliente_id,cluster,segmento_kmeans
294978,2,fiel
294979,0,economico
294980,3,esquecido
294981,3,esquecido
294982,2,fiel
294983,3,esquecido
294984,1,abandono
294985,3,esquecido
294986,0,economico
294987,1,abandono
294988,1,abandono
294989,2,fiel
294990,2,fiel
294991,0,economico
294992,0,economico
294993,3,esquecido
294994,0,economico
294995,2,fiel
294996,2,fiel
294997,1,abandono
294998,3,esquecido
294999,1,abandono
295000,1,abandono
295001,0,economico
295002,0,economico
295003,3,esquecido
295004,3,esquecido
295005,2,fiel
295006,0,economico
295007,1,abandono
295008,3,esquecido
295009,0,economico
295010,1,abandono
295011,3,esquecido
295012,2,fiel
295013,0,economico
295014,3,esquecido
295015,1,abandono
295016,1,abandono
295017,1,abandono
295018,0,economico
295019,0,economico
295020,0,economico
295021,1,abandono
295022,0,economico
295023,1,abandono
295024,0,economico
295025,2,fiel
295026,1,abandono
295027,0,economico
295028,2,fiel
295029,1,abandono
295030,0,economico
295031,1,abandono
295032,2,fiel
295033,2,fiel
295034,0,economico
295035,2,fiel
295036,1,abandono
295037,3,esquecido
295038,0,economico
295039,2,fiel
295040,3,esquecido
295041,0,economico
295042,1,abandono
295043,0,economico
295044,2,fiel
295045,2,fiel
295046,3,esquecido
295047,3,esquecido
295048,0,economico
295049,3,esquecido
295050,1,abandono
295051,2,fiel
295052,2,fiel
295053,2,fiel
295054,0,economico
295055,3,esquecido
295056,3,esquecido
295057,0,economico
295058,2,fiel
295059,2,fiel
295060,0,economico
295061,0,economico
295062,3,esquecido
295063,3,esquecido
295064,0,economico
295065,2,fiel
295066,0,economico
295067,3,esquecido
295068,2,fiel
295069,2,fiel
295070,2,fiel
295071,2,fiel
295072,3,esquecido
295073,2,fiel
295074,3,esquecido
295075,2,fiel
295076,1,abandono
295077,1,abandono
295078,3,esquecido
295079,1,abandono
295080,0,economico
295081,2,fiel
295082,0,economico
295083,3,esquecido
295084,3,esquecido
295085,1,abandono
295086,2,fiel
295087,2,fiel
295088,0,economico
295089,1,abandono
295090,0,economico
295091,3,esquecido
295092,0,economico
295093,3,esquecido
295094,2,fiel
295095,0,economico
295096,2,fiel
295097,2,fiel
295098,0,economico
295099,3,esquecido
295100,1,abandono
295101,2,fiel
295102,1,abandono
295103,2,fiel
295104,0,economico
295105,3,esquecido
295106,2,fiel
295107,2,fiel
295108,2,fiel
295109,2,fiel
295110,2,fiel
295111,3,esquecido
295112,2,fiel
295113,1,abandono
295114,2,fiel
295115,3,esquecido
295116,3,esquecido
295117,0,economico
295118,0,economico
295119,0,economico
295120,0,economico
295121,3,esquecido
295122,2,fiel
295123,3,esquecido
295124,3,esquecido
295125,0,economico
295126,1,abandono
295127,1,abandono
295128,0,economico
295129,3,esquecido
295130,1,abandono
295131,2,fiel
295132,1,abandono
295133,0,economico
295134,3,esquecido
295135,3,esquecido
295136,1,abandono
295137,2,fiel
295138,3,esquecido
295139,2,fiel
295140,0,economico
295141,0,economico
295142,0,economico
295143,0,economico
295144,2,fiel
295145,1,abandono
295146,2,fiel
295147,3,esquecido
295148,0,economico
295149,0,economico
295150,3,esquecido
295151,1,abandono
295152,1,abandono
295153,1,abandono
295154,2,fiel
295155,2,fiel
295156,1,abandono
295157,3,esquecido
295158,2,fiel
295159,3,esquecido
295160,1,abandono
295161,3,esquecido
295162,0,economico
295163,3,esquecido
295164,0,economico
295165,0,economico
295166,2,fiel
295167,2,fiel
295168,1,abandono
295169,2,fiel
295170,3,esquecido
295171,0,economico
295172,3,esquecido
295173,3,esquecido
295174,1,abandono
295175,0,economico
295176,2,fiel
295177,2,fiel
295178,1,abandono
295179,2,fiel
295180,2,fiel
295181,0,economico
295182,2,fiel
295183,1,abandono
295184,1,abandono
295185,1,abandono
295186,3,esquecido
295187,3,esquecido
295188,1,abandono
295189,0,economico
295190,3,esquecido
295191,0,economico
295192,2,fiel
295193,0,economico
295194,1,abandono
295195,0,economico
295196,0,economico
295197,0,economico
295198,2,fiel
295199,3,esquecido
295200,3,esquecido
295201,1,abandono
295202,2,fiel
295203,1,abandono
295204,1,abandono
295205,3,esquecido
295206,1,abandono
295207,1,abandono
295208,3,esquecido
295209,3,esquecido
295210,2,fiel
295211,2,fiel
295212,0,economico
295213,0,economico
295214,2,fiel
295215,0,economico
295216,1,abandono
295217,2,fiel
295218,2,fiel
295219,0,economico
295220,3,esquecido
295221,1,abandono
295222,2,fiel
295223,0,economico
295224,1,abandono
295225,3,esquecido
295226,1,abandono
295227,3,esquecido
295228,0,economico
295229,0,economico
295230,1,abandono
295231,0,economico
295232,3,esquecido
295233,3,esquecido
295234,1,abandono
295235,0,economico
295236,1,abandono
295237,2,fiel
295238,3,esquecido
295239,0,economico
295240,3,esquecido
295241,0,economico
295242,2,fiel
295243,1,abandono
295244,0,economico
295245,0,economico
295246,2,fiel
295247,2,fiel
295248,2,fiel
295249,2,fiel
295250,1,abandono
295251,2,fiel
295252,3,esquecido
295253,2,fiel
295254,2,fiel
295255,0,economico
295256,0,economico
295257,2,fiel
295258,2,fiel
295259,0,economico
295260,0,economico
295261,2,fiel
295262,0,economico
295263,0,economico
295264,1,abandono
295265,3,esquecido
295266,0,economico
295267,3,esquecido
295268,1,abandono
295269,2,fiel
295270,2,fiel
295271,3,esquecido
295272,3,esquecido
295273,2,fiel
295274,0,economico
295275,2,fiel
295276,1,abandono
295277,1,abandono
295278,0,economico
295279,3,esquecido
295280,3,esquecido
295281,0,economico
295282,1,abandono
295283,3,esquecido
295284,0,economico
295285,0,economico
295286,1,abandono
295287,0,economico
295288,2,fiel
295289,3,esquecido
295290,1,abandono
295291,2,fiel
295292,3,esquecido
295293,0,economico
295294,2,fiel
295295,2,fiel
295296,2,fiel
295297,3,esquecido
295298,2,fiel
295299,2,fiel
295300,3,esquecido
295301,0,economico
295302,0,economico
295303,3,esquecido
295304,1,abandono
295305,0,economico
295306,2,fiel
295307,0,economico
295308,3,esquecido
295309,3,esquecido
295310,2,fiel
295311,0,economico
295312,0,economico
295313,2,fiel
295314,3,esquecido
295315,3,esquecido
295316,0,economico
295317,3,esquecido
295318,3,esquecido
295319,1,abandono
295320,3,esquecido
295321,0,economico
295322,2,fiel
295323,3,esquecido
295324,1,abandono
295325,0,economico
295326,1,abandono
295327,2,fiel
295328,3,esquecido
295329,1,abandono
295330,3,esquecido
295331,0,economico
295332,3,esquecido
295333,2,fiel
295334,3,esquecido
295335,2,fiel
295336,0,economico
295337,0,economico
295338,1,abandono
295339,0,economico
295340,0,economico
295341,1,abandono
295342,1,abandono
295343,2,fiel
295344,2,fiel
295345,3,esquecido
295346,3,esquecido
295347,2,fiel
295348,3,esquecido
295349,3,esquecido
295350,2,fiel
295351,0,economico
295352,2,fiel
295353,0,economico
295354,3,esquecido
295355,2,fiel
295356,2,fiel
295357,3,esquecido
295358,1,abandono
295359,3,esquecido
295360,0,economico
295361,2,fiel
295362,2,fiel
295363,1,abandono
295364,1,abandono
295365,3,esquecido
295366,2,fiel
295367,3,esquecido
295368,0,economico
295369,2,fiel
295370,2,fiel
295371,3,esquecido
295372,1,abandono
295373,1,abandono
295374,3,esquecido
295375,2,fiel
295376,0,economico
295377,3,esquecido
295378,1,abandono
295379,0,economico
295380,3,esquecido
295381,3,esquecido
295382,2,fiel
295383,3,esquecido
295384,0,economico
295385,1,abandono
295386,0,economico
295387,0,economico
295388,3,esquecido
295389,1,abandono
295390,1,abandono
295391,3,esquecido
295392,2,fiel
295393,2,fiel
295394,2,fiel
295395,3,esquecido
295396,2,fiel
295397,1,abandono
295398,1,abandono
295399,0,economico
295400,0,economico
295401,0,economico
295402,0,economico
295403,2,fiel
295404,3,esquecido
295405,1,abandono
295406,3,esquecido
295407,1,abandono
295408,1,abandono
295409,2,fiel
295410,1,abandono
295411,2,fiel
295412,0,economico
295413,3,esquecido
295414,2,fiel
295415,1,abandono
295416,2,fiel
295417,0,economico
295418,2,fiel
295419,2,fiel
295420,2,fiel
295421,1,abandono
295422,2,fiel
295423,3,esquecido
295424,3,esquecido
295425,0,economico
295426,3,esquecido
295427,3,esquecido
295428,0,economico
295429,1,abandono
295430,3,esquecido
295431,1,abandono
295432,0,economico
295433,3,esquecido
295434,0,economico
295435,3,esquecido
295436,2,fiel
295437,2,fiel
295438,0,economico
295439,2,fiel
295440,3,esquecido
295441,1,abandono
295442,2,fiel
295443,3,esquecido
295444,2,fiel
295445,1,abandono
295446,1,abandono
295447,1,abandono
295448,1,abandono
295449,3,esquecido
295450,0,economico
295451,2,fiel
295452,0,economico
295453,3,esquecido
295454,0,economico
295455,3,esquecido
295456,3,esquecido
295457,0,economico
295458,3,esquecido
295459,1,abandono
295460,2,fiel
295461,1,abandono
295462,3,esquecido
295463,3,esquecido
295464,2,fiel
295465,0,economico
295466,2,fiel
295467,2,fiel
295468,2,fiel
295469,1,abandono
295470,3,esquecido
295471,3,esquecido
295472,3,esquecido
295473,2,fiel
295474,3,esquecido
295475,3,esquecido
295476,3,esquecido
295477,3,esquecido
295478,2,fiel
295479,0,economico
295480,1,abandono
295481,1,abandono
295482,3,esquecido
295483,2,fiel
295484,0,economico
295485,2,fiel
295486,1,abandono
295487,0,economico
295488,3,esquecido
295489,0,economico
295490,1,abandono
295491,3,esquecido
295492,1,abandono
295493,3,esquecido
295494,0,economico
295495,3,esquecido
295496,3,esquecido
295497,3,esquecido
295498,0,economico
295499,2,fiel
295500,3,esquecido
295501,0,economico
295502,3,esquecido
295503,1,abandono
295504,2,fiel
295505,3,esquecido
295506,3,esquecido
295507,2,fiel
295508,2,fiel
295509,2,fiel
295510,1,abandono
295511,2,fiel
295512,2,fiel
295513,0,economico
295514,0,economico
295515,3,esquecido
295516,3,esquecido
295517,2,fiel
295518,3,esquecido
295519,1,abandono
295520,1,abandono
295521,1,abandono
295522,3,esquecido
295523,0,economico
295524,2,fiel
295525,3,esquecido
295526,0,economico
295527,1,abandono
295528,1,abandono
295529,3,esquecido
295530,0,economico
295531,1,abandono
295532,2,fiel
295533,1,abandono
295534,0,economico
295535,2,fiel
295536,2,fiel
295537,0,economico
295538,0,economico
295539,1,abandono
295540,1,abandono
295541,2,fiel
295542,2,fiel
295543,1,abandono
295544,0,economico
295545,2,fiel
295546,0,economico
295547,2,fiel
295548,2,fiel
295549,2,fiel
295550,2,fiel
295551,2,fiel
295552,2,fiel
295553,1,abandono
295554,3,esquecido
295555,2,fiel
295556,1,abandono
295557,0,economico
295558,0,economico
295559,3,esquecido
295560,2,fiel
295561,2,fiel
295562,1,abandono
295563,0,economico
295564,3,esquecido
295565,0,economico
295566,1,abandono
295567,2,fiel
295568,0,economico
295569,2,fiel
295570,3,esquecido
295571,0,economico
295572,2,fiel
295573,0,economico
295574,3,esquecido
295575,3,esquecido
295576,1,abandono
295577,2,fiel
295578,2,fiel
295579,3,esquecido
295580,2,fiel
295581,1,abandono
295582,2,fiel
295583,1,abandono
295584,1,abandono
295585,2,fiel
295586,0,economico
295587,2,fiel
295588,0,economico
295589,3,esquecido
295590,3,esquecido
295591,3,esquecido
295592,1,abandono
295593,3,esquecido
295594,0,economico
295595,0,economico
295596,2,fiel
295597,2,fiel
295598,2,fiel
295599,0,economico
295600,3,esquecido
295601,1,abandono
295602,3,esquecido
295603,0,economico
295604,2,fiel
295605,3,esquecido
295606,3,esquecido
295607,0,economico
295608,0,economico
295609,0,economico
295610,2,fiel
295611,3,esquecido
295612,2,fiel
295613,3,esquecido
295614,3,esquecido
295615,2,fiel
295616,3,esquecido
295617,3,esquecido
295618,1,abandono
295619,2,fiel
295620,3,esquecido
295621,2,fiel
295622,0,economico
295623,1,abandono
295624,3,esquecido
295625,0,economico
295626,0,economico
295627,3,esquecido
295628,1,abandono
295629,0,economico
295630,1,abandono
295631,3,esquecido
295632,0,economico
295633,0,economico
295634,2,fiel
295635,3,esquecido
295636,3,esquecido
295637,2,fiel
295638,3,esquecido
295639,2,fiel
295640,1,abandono
295641,2,fiel
295642,2,fiel
295643,2,fiel
295644,1,abandono
295645,0,economico
295646,2,fiel
295647,2,fiel
295648,2,fiel
295649,2,fiel
295650,3,esquecido
295651,0,economico
295652,2,fiel
295653,3,esquecido
295654,1,abandono
295655,3,esquecido
295656,0,economico
295657,0,economico
295658,1,abandono
295659,2,fiel
295660,0,economico
295661,0,economico
295662,3,esquecido
295663,3,esquecido
295664,2,fiel
295665,0,economico
295666,0,economico
295667,3,esquecido
295668,2,fiel
295669,3,esquecido
295670,2,fiel
295671,0,economico
295672,1,abandono
295673,1,abandono
295674,1,abandono
295675,0,economico
295676,0,economico
295677,3,esquecido
295678,3,esquecido
295679,3,esquecido
295680,1,abandono
295681,2,fiel
295682,2,fiel
295683,3,esquecido
295684,2,fiel
295685,1,abandono
295686,1,abandono
295687,2,fiel
295688,3,esquecido
295689,3,esquecido
295690,2,fiel
295691,1,abandono
295692,1,abandono
295693,3,esquecido
295694,0,economico
295695,2,fiel
295696,3,esquecido
295697,1,abandono
295698,0,economico
295699,3,esquecido
295700,1,abandono
295701,3,esquecido
295702,2,fiel
295703,3,esquecido
295704,2,fiel
295705,1,abandono
295706,3,esquecido
295707,1,abandono
295708,1,abandono
295709,2,fiel
295710,1,abandono
295711,1,abandono
295712,0,economico
295713,1,abandono
295714,3,esquecido
295715,0,economico
295716,2,fiel
295717,3,esquecido
295718,3,esquecido
295719,0,economico
295720,1,abandono
295721,1,abandono
295722,0,economico
295723,2,fiel
295724,2,fiel
295725,2,fiel
295726,2,fiel
295727,3,esquecido
295728,3,esquecido
295729,3,esquecido
295730,1,abandono
295731,3,esquecido
295732,0,economico
295733,0,economico
295734,3,esquecido
295735,0,economico
295736,0,economico
295737,2,fiel
295738,0,economico
295739,1,abandono
295740,3,esquecido
295741,2,fiel
295742,3,esquecido
295743,3,esquecido
295744,3,esquecido
295745,0,economico
295746,3,esquecido
295747,1,abandono
295748,0,economico
295749,0,economico
295750,2,fiel
295751,2,fiel
295752,3,esquecido
295753,0,economico
295754,0,economico
295755,2,fiel
295756,3,esquecido
295757,1,abandono
295758,2,fiel
295759,2,fiel
295760,2,fiel
295761,1,abandono
295762,2,fiel
295763,3,esquecido
295764,2,fiel
295765,3,esquecido
295766,3,esquecido
295767,0,economico
295768,3,esquecido
295769,3,esquecido
295770,0,economico
295771,0,economico
295772,1,abandono
295773,0,economico
295774,2,fiel
295775,1,abandono
295776,3,esquecido
295777,2,fiel
295778,1,abandono
295779,2,fiel
295780,3,esquecido
295781,0,economico
295782,3,esquecido
295783,1,abandono
295784,3,esquecido
295785,0,economico
295786,1,abandono
295787,0,economico
295788,3,esquecido
295789,1,abandono
295790,1,abandono
295791,2,fiel
295792,0,economico
295793,2,fiel
295794,2,fiel
295795,3,esquecido
295796,3,esquecido
295797,3,esquecido
295798,0,economico
295799,1,abandono
295800,3,esquecido
295801,0,economico
295802,0,economico
295803,2,fiel
295804,2,fiel
295805,2,fiel
295806,2,fiel
295807,0,economico
295808,1,abandono
295809,3,esquecido
295810,2,fiel
295811,1,abandono
295812,3,esquecido
295813,3,esquecido
295814,2,fiel
295815,3,esquecido
295816,2,fiel
295817,2,fiel
295818,0,economico
295819,2,fiel
295820,1,abandono
295821,0,economico
295822,1,abandono
295823,2,fiel
295824,1,abandono
295825,0,economico
295826,2,fiel
295827,1,abandono
295828,1,abandono
295829,0,economico
295830,1,abandono
295831,1,abandono
295832,2,fiel
295833,2,fiel
295834,0,economico
295835,2,fiel
295836,3,esquecido
295837,0,economico
295838,1,abandono
295839,3,esquecido
295840,1,abandono
295841,3,esquecido
295842,0,economico
295843,2,fiel
295844,0,economico
295845,1,abandono
295846,2,fiel
295847,2,fiel
295848,1,abandono
295849,0,economico
295850,1,abandono
295851,1,abandono
295852,3,esquecido
295853,3,esquecido
295854,2,fiel
295855,3,esquecido
295856,1,abandono
295857,0,economico
295858,2,fiel
295859,1,abandono
295860,1,abandono
295861,3,esquecido
295862,3,esquecido
295863,2,fiel
295864,0,economico
295865,2,fiel
295866,1,abandono
295867,3,esquecido
295868,0,economico
295869,2,fiel
295870,2,fiel
295871,0,economico
295872,2,fiel
295873,2,fiel
295874,3,esquecido
295875,1,abandono
295876,0,economico
295877,1,abandono
295878,3,esquecido
295879,0,economico
295880,3,esquecido
295881,1,abandono
295882,3,esquecido
295883,0,economico
295884,2,fiel
295885,2,fiel
295886,2,fiel
295887,0,economico
295888,2,fiel
295889,0,economico
295890,3,esquecido
295891,2,fiel
295892,1,abandono
295893,3,esquecido
295894,1,abandono
295895,3,esquecido
295896,1,abandono
295897,0,economico
295898,1,abandono
295899,3,esquecido
295900,2,fiel
295901,2,fiel
295902,2,fiel
295903,2,fiel
295904,1,abandono
295905,0,economico
295906,2,fiel
295907,0,economico
295908,0,economico
295909,2,fiel
295910,0,economico
295911,0,economico
295912,0,economico
295913,0,economico
295914,1,abandono
295915,2,fiel
295916,2,fiel
295917,0,economico
295918,0,economico
295919,0,economico
295920,0,economico
295921,3,esquecido
295922,2,fiel
295923,1,abandono
295924,2,fiel
295925,0,economico
295926,0,economico
295927,2,fiel
295928,0,economico
295929,2,fiel
295930,0,economico
295931,3,esquecido
295932,1,abandono
295933,0,economico
295934,3,esquecido
295935,3,esquecido
295936,0,economico
295937,0,economico
295938,1,abandono
295939,2,fiel
295940,3,esquecido
295941,2,fiel
295942,2,fiel
295943,2,fiel
295944,0,economico
295945,0,economico
295946,3,esquecido
295947,3,esquecido
295948,2,fiel
295949,0,economico
295950,2,fiel
295951,0,economico
295952,3,esquecido
295953,1,abandono
295954,2,fiel
295955,1,abandono
295956,2,fiel
295957,2,fiel
295958,3,esquecido
295959,1,abandono
295960,2,fiel
295961,0,economico
295962,3,esquecido
295963,0,economico
295964,0,economico
295965,0,economico
295966,0,economico
295967,0,economico
295968,0,economico
295969,2,fiel
295970,3,esquecido
295971,1,abandono
295972,0,economico
295973,0,economico
295974,3,esquecido
295975,2,fiel
295976,1,abandono
295977,2,fiel
295978,2,fiel
295979,1,abandono
295980,2,fiel
295981,3,esquecido
295982,0,economico
295983,1,abandono
295984,3,esquecido
295985,1,abandono
295986,0,economico
295987,0,economico
295988,1,abandono
295989,1,abandono
295990,0,economico
295991,0,economico
295992,1,abandono
295993,2,fiel
295994,0,economico
295995,0,economico
295996,2,fiel
295997,3,esquecido
295998,1,abandono
295999,3,esquecido
296000,1,abandono
296001,2,fiel
296002,1,abandono
296003,1,abandono
296004,1,abandono
296005,3,esquecido
296006,3,esquecido
296007,3,esquecido
296008,3,esquecido
296009,1,abandono
296010,0,economico
296011,0,economico
296012,0,economico
296013,0,economico
296014,1,abandono
296015,2,fiel
296016,0,economico
296017,3,esquecido
296018,2,fiel
296019,2,fiel
296020,2,fiel
296021,3,esquecido
296022,0,economico
296023,1,abandono
296024,0,economico
296025,2,fiel
296026,0,economico
296027,2,fiel
296028,0,economico
296029,2,fiel
296030,2,fiel
296031,3,esquecido
296032,0,economico
296033,2,fiel
296034,1,abandono
296035,3,esquecido
296036,2,fiel
296037,2,fiel
296038,0,economico
296039,2,fiel
296040,1,abandono
296041,0,economico
296042,1,abandono
296043,3,esquecido
296044,2,fiel
296045,0,economico
296046,1,abandono
296047,2,fiel
296048,1,abandono
296049,2,fiel
296050,1,abandono
296051,3,esquecido
296052,3,esquecido
296053,3,esquecido
296054,1,abandono
296055,3,esquecido
296056,2,fiel
296057,0,economico
296058,3,esquecido
296059,3,esquecido
296060,0,economico
296061,1,abandono
296062,1,abandono
296063,1,abandono
296064,0,economico
296065,2,fiel
296066,0,economico
296067,0,economico
296068,1,abandono
296069,0,economico
296070,0,economico
296071,0,economico
296072,3,esquecido
296073,0,economico
296074,1,abandono
296075,3,esquecido
296076,2,fiel
296077,1,abandono
296078,2,fiel
296079,3,esquecido
296080,2,fiel
296081,1,abandono
296082,0,economico
296083,1,abandono
296084,3,esquecido
296085,2,fiel
296086,1,abandono
296087,0,economico
296088,0,economico
296089,3,esquecido
296090,2,fiel
296091,1,abandono
296092,3,esquecido
296093,2,fiel
296094,0,economico
296095,2,fiel
296096,2,fiel
296097,0,economico
296098,0,economico
296099,2,fiel
296100,2,fiel
296101,0,economico
296102,2,fiel
296103,2,fiel
296104,2,fiel
296105,3,esquecido
296106,1,abandono
296107,0,economico
296108,2,fiel
296109,3,esquecido
296110,2,fiel
296111,3,esquecido
296112,2,fiel
296113,1,abandono
296114,2,fiel
296115,1,abandono
296116,2,fiel
296117,3,esquecido
296118,0,economico
296119,3,esquecido
296120,3,esquecido
296121,0,economico
296122,1,abandono
296123,1,abandono
296124,3,esquecido
296125,0,economico
296126,2,fiel
296127,2,fiel
296128,3,esquecido
296129,1,abandono
296130,2,fiel
296131,1,abandono
296132,1,abandono
296133,3,esquecido
296134,3,esquecido
296135,0,economico
296136,0,economico
296137,3,esquecido
296138,1,abandono
296139,2,fiel
296140,3,esquecido
296141,2,fiel
296142,1,abandono
296143,0,economico
296144,3,esquecido
296145,1,abandono
296146,2,fiel
296147,2,fiel
296148,0,economico
296149,0,economico
296150,1,abandono
296151,2,fiel
296152,1,abandono
296153,2,fiel
296154,0,economico
296155,0,economico
296156,1,abandono
296157,1,abandono
296158,3,esquecido
296159,2,fiel
296160,0,economico
296161,1,abandono
296162,1,abandono
296163,2,fiel
296164,3,esquecido
296165,3,esquecido
296166,0,economico
296167,0,economico
296168,0,economico
296169,3,esquecido
296170,3,esquecido
296171,2,fiel
296172,1,abandono
296173,3,esquecido
296174,2,fiel
296175,2,fiel
296176,3,esquecido
296177,1,abandono
296178,1,abandono
296179,0,economico
296180,3,esquecido
296181,2,fiel
296182,2,fiel
296183,2,fiel
296184,1,abandono
296185,0,economico
296186,2,fiel
296187,3,esquecido
296188,2,fiel
296189,2,fiel
296190,2,fiel
296191,2,fiel
296192,2,fiel
296193,0,economico
296194,0,economico
296195,0,economico
296196,3,esquecido
296197,3,esquecido
296198,1,abandono
296199,0,economico
296200,2,fiel
296201,1,abandono
296202,3,esquecido
296203,0,economico
296204,0,economico
296205,1,abandono
296206,0,economico
296207,3,esquecido
296208,0,economico
296209,3,esquecido
296210,3,esquecido
296211,3,esquecido
296212,2,fiel
296213,1,abandono
296214,2,fiel
296215,3,esquecido
296216,2,fiel
296217,1,abandono
296218,0,economico
296219,3,esquecido
296220,0,economico
296221,1,abandono
296222,0,economico
296223,3,esquecido
296224,2,fiel
296225,2,fiel
296226,1,abandono
296227,3,esquecido
296228,1,abandono
296229,0,economico
296230,2,fiel
296231,2,fiel
296232,2,fiel
296233,2,fiel
296234,0,economico
296235,1,abandono
296236,3,esquecido
296237,3,esquecido
296238,0,economico
296239,1,abandono
296240,0,economico
296241,0,economico
296242,2,fiel
296243,1,abandono
296244,2,fiel
296245,1,abandono
296246,1,abandono
296247,2,fiel
296248,2,fiel
296249,2,fiel
296250,1,abandono
296251,1,abandono
296252,2,fiel
296253,2,fiel
296254,3,esquecido
296255,1,abandono
296256,2,fiel
296257,0,economico
296258,1,abandono
296259,2,fiel
296260,3,esquecido
296261,2,fiel
296262,1,abandono
296263,1,abandono
296264,1,abandono
296265,0,economico
296266,0,economico
296267,0,economico
296268,0,economico
296269,2,fiel
296270,0,economico
296271,0,economico
296272,1,abandono
296273,1,abandono
296274,2,fiel
296275,0,economico
296276,3,esquecido
296277,3,esquecido
296278,3,esquecido
296279,1,abandono
296280,3,esquecido
296281,1,abandono
296282,1,abandono
296283,0,economico
296284,0,economico
296285,3,esquecido
296286,0,economico
296287,2,fiel
296288,0,economico
296289,2,fiel
296290,0,economico
296291,0,economico
296292,0,economico
296293,2,fiel
296294,0,economico
296295,3,esquecido
296296,2,fiel
296297,2,fiel
296298,1,abandono
296299,0,economico
296300,1,abandono
296301,2,fiel
296302,3,esquecido
296303,1,abandono
296304,1,abandono
296305,2,fiel
296306,2,fiel
296307,0,economico
296308,2,fiel
296309,3,esquecido
296310,0,economico
296311,3,esquecido
296312,2,fiel
296313,0,economico
296314,0,economico
296315,2,fiel
296316,0,economico
296317,2,fiel
296318,2,fiel
296319,1,abandono
296320,2,fiel
296321,0,economico
296322,3,esquecido
296323,1,abandono
296324,3,esquecido
296325,0,economico
296326,2,fiel
296327,3,esquecido
296328,0,economico
296329,1,abandono
296330,2,fiel
296331,3,esquecido
296332,2,fiel
296333,2,fiel
296334,1,abandono
296335,2,fiel
296336,0,economico
296337,2,fiel
296338,1,abandono
296339,0,economico
296340,1,abandono
296341,0,economico
296342,0,economico
296343,1,abandono
296344,3,esquecido
296345,1,abandono
296346,0,economico
296347,3,esquecido
296348,3,esquecido
296349,1,abandono
296350,3,esquecido
296351,1,abandono
296352,1,abandono
296353,0,economico
296354,3,esquecido
296355,2,fiel
296356,2,fiel
296357,2,fiel
296358,1,abandono
296359,3,esquecido
296360,2,fiel
296361,0,economico
296362,2,fiel
296363,2,fiel
296364,2,fiel
296365,3,esquecido
296366,0,economico
296367,0,economico
296368,1,abandono
296369,1,abandono
296370,3,esquecido
296371,1,abandono
296372,2,fiel
296373,3,esquecido
296374,0,economico
296375,3,esquecido
296376,0,economico
296377,1,abandono
296378,0,economico
296379,0,economico
296380,0,economico
296381,2,fiel
296382,0,economico
296383,0,economico
296384,1,abandono
296385,3,esquecido
296386,0,economico
296387,1,abandono
296388,1,abandono
296389,2,fiel
296390,2,fiel
296391,2,fiel
296392,0,economico
296393,2,fiel
296394,1,abandono
296395,3,esquecido
296396,2,fiel
296397,2,fiel
296398,2,fiel
296399,1,abandono
296400,2,fiel
296401,1,abandono
296402,2,fiel
296403,2,fiel
296404,2,fiel
296405,3,esquecido
296406,3,esquecido
296407,3,esquecido
296408,0,economico
296409,2,fiel
296410,0,economico
296411,3,esquecido
296412,0,economico
296413,0,economico
296414,2,fiel
296415,1,abandono
296416,0,economico
296417,2,fiel
296418,2,fiel
296419,0,economico
296420,0,economico
296421,0,economico
296422,2,fiel
296423,1,abandono
296424,3,esquecido
296425,0,economico
296426,3,esquecido
296427,1,abandono
296428,0,economico
296429,3,esquecido
296430,2,fiel
296431,2,fiel
296432,2,fiel
296433,0,economico
296434,1,abandono
296435,0,economico
296436,0,economico
296437,2,fiel
296438,2,fiel
296439,0,economico
296440,1,abandono
296441,3,esquecido
296442,2,fiel
296443,2,fiel
296444,3,esquecido
296445,2,fiel
296446,0,economico
296447,2,fiel
296448,0,economico
296449,2,fiel
296450,3,esquecido
296451,1,abandono
296452,2,fiel
296453,3,esquecido
296454,0,economico
296455,2,fiel
296456,0,economico
296457,2,fiel
296458,2,fiel
296459,2,fiel
296460,1,abandono
296461,0,economico
296462,2,fiel
296463,3,esquecido
296464,3,esquecido
296465,2,fiel
296466,0,economico
296467,0,economico
296468,2,fiel
296469,1,abandono
296470,1,abandono
296471,3,esquecido
296472,3,esquecido
296473,0,economico
296474,2,fiel
296475,0,economico
296476,3,esquecido
296477,1,abandono
296478,1,abandono
296479,0,economico
296480,2,fiel
296481,3,esquecido
296482,0,economico
296483,2,fiel
296484,2,fiel
296485,3,esquecido
296486,3,esquecido
296487,0,economico
296488,1,abandono
296489,3,esquecido
296490,1,abandono
296491,3,esquecido
296492,3,esquecido
296493,2,fiel
296494,3,esquecido
296495,1,abandono
296496,2,fiel
296497,2,fiel
296498,2,fiel
296499,3,esquecido
296500,2,fiel
296501,0,economico
296502,3,esquecido
296503,0,economico
296504,3,esquecido
296505,0,economico
296506,0,economico
296507,1,abandono
296508,2,fiel
296509,2,fiel
296510,0,economico
296511,1,abandono
296512,3,esquecido
296513,1,abandono
296514,1,abandono
296515,1,abandono
296516,1,abandono
296517,0,economico
296518,3,esquecido
296519,3,esquecido
296520,3,esquecido
296521,2,fiel
296522,2,fiel
296523,2,fiel
296524,1,abandono
296525,1,abandono
296526,0,economico
296527,2,fiel
296528,2,fiel
296529,3,esquecido
296530,2,fiel
296531,0,economico
296532,3,esquecido
296533,2,fiel
